blockDate,transparentPercentage,shieldedPercentage
2017-11-13,0.9575449572874901,0.04245504271249904
2017-11-14,0.9568059702309404,0.04319402976904807
2017-11-15,0.9562947604649581,0.043705239535033254
2017-11-16,0.9610456717974217,0.03895432820256821
2017-11-17,0.9604387095830836,0.03956129041690636
2017-11-18,0.9569907592657692,0.0430092407342219
2017-11-19,0.9572217158654129,0.042778284134577106
2017-11-20,0.9578485840753644,0.0421514159246238
2017-11-21,0.957390342972001,0.04260965702798626
2017-11-22,0.9578675347510837,0.04213246524890605
2017-11-23,0.952025074542332,0.04797492545766592
2017-11-24,0.9489386170076551,0.051061382992341794
2017-11-25,0.9487641548563255,0.05123584514366278
2017-11-26,0.9485551374926599,0.05144486250733315
2017-11-27,0.9482241292298371,0.051775870770161485
2017-11-28,0.9524459001069652,0.04755409989303123
2017-11-29,0.950749170533093,0.04925082946690468
2017-11-30,0.9504393915602141,0.049560608439785464
2017-12-01,0.951716395942985,0.0482836040570125
2017-12-02,0.9511340893358511,0.048865910664143634
2017-12-03,0.9510527441723569,0.04894725582764043
2017-12-04,0.9511110860005957,0.04888891399939854
2017-12-05,0.950768836009249,0.04923116399075322
2017-12-06,0.9505603787641397,0.049439621235867544
2017-12-07,0.9506705550301489,0.04932944496985965
2017-12-08,0.9497640173209022,0.05023598267911148
2017-12-09,0.9498963590282857,0.05010364097172404
2017-12-10,0.9498893850859482,0.050110614914068666
2017-12-11,0.9501925028697311,0.049807497130290396
2017-12-12,0.9502158327491236,0.04978416725090196
2017-12-13,0.9504477155962427,0.04955228440378742
2017-12-14,0.9503442888977676,0.04965571110227122
2017-12-15,0.9514370275561783,0.04856297244386071
2017-12-16,0.9568096008080491,0.04319039919198574
2017-12-17,0.9584172692667142,0.04158273073332035
2017-12-18,0.958085342277552,0.0419146577224876
2017-12-19,0.9581328164390978,0.041867183560935974
2017-12-20,0.9580663222025007,0.04193367779753124
2017-12-21,0.9581512152838315,0.041848784716203964
2017-12-22,0.957639057717083,0.042360942282955984
2017-12-23,0.9571444969015239,0.04285550309851961
2017-12-24,0.9572281778692472,0.04277182213079108
2017-12-25,0.9599942263202269,0.04000577367980885
2017-12-26,0.9589439480499947,0.04105605195004268
2017-12-27,0.9591778462816576,0.040822153718375206
2017-12-28,0.9590126544680282,0.04098734553199991
2017-12-29,0.9589500472347482,0.04104995276528324
2017-12-30,0.959311561212166,0.040688438787868056
2017-12-31,0.959176303001553,0.040823696998481526
2018-01-01,0.9595725172280218,0.04042748277201339
2018-01-02,0.9604508917441095,0.03954910825592112
2018-01-03,0.9605693810507563,0.03943061894927065
2018-01-04,0.9612845362651069,0.038715463734917126
2018-01-05,0.9613141449362282,0.03868585506379633
2018-01-06,0.9612887405504021,0.0387112594496211
2018-01-07,0.9609246561795934,0.03907534382043396
2018-01-08,0.9618430664611954,0.03815693353883051
2018-01-09,0.9619077507175713,0.03809224928245751
2018-01-10,0.9619390094989129,0.03806099050112344
2018-01-11,0.9628399738200478,0.03716002617998808
2018-01-12,0.9628207501293711,0.03717924987066293
2018-01-13,0.9629339131497298,0.0370660868502988
2018-01-14,0.9630392455231613,0.03696075447686229
2018-01-15,0.9632547716659449,0.03674522833407531
2018-01-16,0.9558501020765491,0.04414989792347275
2018-01-17,0.9564509943744819,0.04354900562553201
2018-01-18,0.9600868184513365,0.039913181548679705
2018-01-19,0.9649018007965509,0.035098199203456706
2018-01-20,0.966265888273436,0.033734111726575554
2018-01-21,0.9617933945207666,0.03820660547923985
2018-01-22,0.9558790392823723,0.044120960717630976
2018-01-23,0.9557817625214488,0.04421823747855292
2018-01-24,0.9550334575883749,0.04496654241163133
2018-01-25,0.9553333733953181,0.04466662660468839
2018-01-26,0.9555428609219849,0.04445713907802028
2018-01-27,0.9558102787185523,0.04418972128145215
2018-01-28,0.9568841584664538,0.04311584153355651
2018-01-29,0.9570312203893664,0.04296877961064364
2018-01-30,0.9510400200896771,0.04895997991033194
2018-01-31,0.9453534136895478,0.05464658631045769
2018-02-01,0.9455758753506746,0.05442412464933309
2018-02-02,0.9456107036062844,0.054389296393717604
2018-02-03,0.9455158085962017,0.054484191403806594
2018-02-04,0.9457382156748116,0.054261784325192616
2018-02-05,0.9454698442081108,0.05453015579189203
2018-02-06,0.9452071075599301,0.05479289244007991
2018-02-07,0.9453332865467974,0.054666713453205805
2018-02-08,0.9455582335411867,0.054441766458815134
2018-02-09,0.9433647527909802,0.05663524720902494
2018-02-10,0.9423565566851979,0.057643443314813164
2018-02-11,0.9393802814135259,0.06061971858648376
2018-02-12,0.9382395904984636,0.06176040950155046
2018-02-13,0.9352926664329027,0.06470733356710931
2018-02-14,0.9355572521682554,0.0644427478317543
2018-02-15,0.9347141105581709,0.06528588944183983
2018-02-16,0.9298987489456857,0.07010125105432584
2018-02-17,0.9296842462266596,0.07031575377335736
2018-02-18,0.9294644853304443,0.0705355146695759
2018-02-19,0.9294076288954125,0.07059237110460738
2018-02-20,0.9291679672688204,0.07083203273119905
2018-02-21,0.9285730158169807,0.07142698418304211
2018-02-22,0.9293808019587104,0.07061919804131646
2018-02-23,0.9291134076083136,0.07088659239171174
2018-02-24,0.9325783812605968,0.06742161873943592
2018-02-25,0.934887385259793,0.06511261474023969
2018-02-26,0.9345107993502825,0.0654892006497528
2018-02-27,0.9341372828913741,0.06586271710866747
2018-02-28,0.9340137385009336,0.0659862614991078
2018-03-01,0.9337529042962082,0.06624709570383153
2018-03-02,0.9335330611902015,0.06646693880983363
2018-03-03,0.9333889921695487,0.06661100783049097
2018-03-04,0.9335923859725661,0.06640761402747643
2018-03-05,0.933365053433266,0.06663494656677897
2018-03-06,0.9335129857927025,0.06648701420734254
2018-03-07,0.9334537770951606,0.06654622290488757
2018-03-08,0.9336828739204102,0.06631712607964203
2018-03-09,0.9338521884622853,0.06614781153776482
2018-03-10,0.9340035939904796,0.0659964060095685
2018-03-11,0.934131367848862,0.06586863215118775
2018-03-12,0.9341268668008804,0.06587313319917587
2018-03-13,0.9344174344307155,0.06558256556934407
2018-03-14,0.9311236471214694,0.06887635287858444
2018-03-15,0.9306683036295004,0.06933169637054738
2018-03-16,0.9303129743164821,0.06968702568357148
2018-03-17,0.9296361392643939,0.07036386073565876
2018-03-18,0.9298019490536935,0.0701980509463639
2018-03-19,0.9296402726427228,0.07035972735733338
2018-03-20,0.929157209010244,0.07084279098981637
2018-03-21,0.9286887231319746,0.07131127686808914
2018-03-22,0.9284891791718176,0.07151082082824836
2018-03-23,0.9282616097771972,0.07173839022286484
2018-03-24,0.9323952624358143,0.06760473756425327
2018-03-25,0.9336251372139323,0.06637486278614142
2018-03-26,0.9335094274899376,0.06649057251013883
2018-03-27,0.933343294184898,0.06665670581517556
2018-03-28,0.9332338400064091,0.06676615999366657
2018-03-29,0.9335277959499072,0.0664722040501592
2018-03-30,0.9344810883342302,0.06551891166583569
2018-03-31,0.9336297728714575,0.06637022712860831
2018-04-01,0.9336801378041262,0.06631986219595502
2018-04-02,0.9328891621421554,0.0671108378579128
2018-04-03,0.9330191025509136,0.06698089744915543
2018-04-04,0.9327767516821629,0.06722324831790082
2018-04-05,0.9324891693009173,0.06751083069915015
2018-04-06,0.9327832421194564,0.06721675788061159
2018-04-07,0.9332112410603995,0.06678875893966862
2018-04-08,0.9328948962612986,0.06710510373877124
2018-04-09,0.9325182222327274,0.06748177776734673
2018-04-10,0.9320503877406455,0.0679496122594222
2018-04-11,0.9322188052866622,0.06778119471340131
2018-04-12,0.9320984327196641,0.06790156728039862
2018-04-13,0.9315555729185494,0.06844442708152125
2018-04-14,0.9313525549332256,0.06864744506684627
2018-04-15,0.9309464291699765,0.06905357083009145
2018-04-16,0.9305677040591978,0.0694322959408595
2018-04-17,0.9306406660723645,0.06935933392768552
2018-04-18,0.9301317937933711,0.06986820620669082
2018-04-19,0.9298315193010079,0.07016848069904394
2018-04-20,0.931170787442663,0.06882921255739478
2018-04-21,0.9348422538193459,0.0651577461807098
2018-04-22,0.9345410263130621,0.06545897368698601
2018-04-23,0.9348367090803653,0.06516329091969245
2018-04-24,0.9345252245412591,0.06547477545880545
2018-04-25,0.934541421249983,0.06545857875008476
2018-04-26,0.9346595007064205,0.06534049929364133
2018-04-27,0.9352041273202908,0.06479587267976589
2018-04-28,0.9346191051816528,0.06538089481839061
2018-04-29,0.9343307060533511,0.06566929394668922
2018-04-30,0.9339326731200714,0.06606732687997194
2018-05-01,0.9338065138310817,0.06619348616897032
2018-05-02,0.9334617099399005,0.0665382900601531
2018-05-03,0.93363784989529,0.06636215010477416
2018-05-04,0.9333259959663364,0.06667400403372403
2018-05-05,0.9331605235026356,0.06683947649743557
2018-05-06,0.9328578591790214,0.067142140821038
2018-05-07,0.9331268187169641,0.06687318128309822
2018-05-08,0.9332222402962367,0.066777759703831
2018-05-09,0.9333433126470114,0.06665668735306676
